ip,port,country_code,country_name,city,region,asn,asn_name,org,protocols,anonymity,uptime,delay_ms,last_seen
23.227.39.134,80,CA,Canada,Ottawa,,,,,HTTP,Anonymous,86,20,2026-06-03T06:58:01Z
