ip,port,country_code,country_name,city,region,asn,asn_name,org,protocols,anonymity,uptime,delay_ms,last_seen
185.146.173.59,80,SE,Sweden,,,,,,HTTP,Anonymous,80,20,2026-06-02T06:48:04Z
185.146.173.43,80,SE,Sweden,,,,,,HTTP,Anonymous,85,20,2026-06-02T06:48:03Z
