ip,port,country_code,country_name,city,region,asn,asn_name,org,protocols,anonymity,uptime,delay_ms,last_seen
185.238.228.33,80,ES,Spain,,,,,,HTTP,Anonymous,89,40,2026-05-21T06:12:03Z
