ip,port,country_code,country_name,city,region,asn,asn_name,org,protocols,anonymity,uptime,delay_ms,last_seen
199.189.255.230,1080,US,United States,,,,,,HTTP|SOCKS5,Elite,47,5020,2026-07-15T04:59:50Z
