ip,port,country_code,country_name,city,region,asn,asn_name,org,protocols,anonymity,uptime,delay_ms,last_seen
181.214.1.2,80,AE,United Arab Emirates,,,,,,HTTP,Anonymous,100,20,2026-09-02T06:56:04Z
181.214.1.100,80,AE,United Arab Emirates,,,,,,HTTP,Anonymous,100,20,2026-09-02T06:56:03Z
