ip,port,country_code,country_name,city,region,asn,asn_name,org,protocols,anonymity,uptime,delay_ms,last_seen
188.42.88.223,80,LU,Luxembourg,,,,,,HTTP,Anonymous,100,20,2026-06-18T06:56:01Z
