ip,port,country_code,country_name,city,region,asn,asn_name,org,protocols,anonymity,uptime,delay_ms,last_seen
89.116.250.215,80,LT,Lithuania,,,,,,HTTP,Anonymous,65,20,2026-05-21T06:12:02Z
