ip,port,country_code,country_name,city,region,asn,asn_name,org,protocols,anonymity,uptime,delay_ms,last_seen
206.238.236.36,80,ZA,South Africa,Midrand,,,,,HTTP,Anonymous,81,20,2026-06-03T06:58:01Z
